2,2,10,25,0.8688,0.9278,0.5172,0.6927
2,2,10,50,0.8677,0.9281,0.5217,0.6958
2,2,10,100,0.8699,0.9323,0.4797,0.6688
2,2,10,200,0.8672,0.9032,0.5787,0.7229
2,2,10,300,0.8682,0.9333,0.4857,0.6733
2,2,20,25,0.8701,0.9294,0.5052,0.6852
2,2,20,50,0.8686,0.9343,0.4812,0.6705
2,2,20,100,0.8683,0.9501,0.4017,0.6178
2,2,20,200,0.8657,0.9281,0.4932,0.6766
2,2,20,300,0.8698,0.9229,0.5292,0.6989
2,2,50,25,0.8714,0.9349,0.4872,0.6749
2,2,50,50,0.8685,0.9317,0.4992,0.6820
2,2,50,100,0.8698,0.9368,0.4737,0.6662
2,2,50,200,0.8684,0.9521,0.4032,0.6196
2,2,50,300,0.8688,0.9394,0.4647,0.6607
2,2,100,25,0.8711,0.9304,0.4977,0.6805
2,2,100,50,0.8685,0.9372,0.4497,0.6492
2,2,100,100,0.8684,0.9420,0.4527,0.6531
2,2,100,200,0.8672,0.9417,0.4527,0.6529
2,2,100,300,0.8674,0.9213,0.5157,0.6893
2,2,150,25,0.8682,0.8974,0.6101,0.7399
2,2,150,50,0.8706,0.9453,0.4482,0.6509
2,2,150,100,0.8668,0.9417,0.4452,0.6475
2,2,150,200,0.8689,0.9252,0.5157,0.6907
2,2,150,300,0.8693,0.9368,0.4692,0.6630
2,4,10,25,0.8699,0.9346,0.4782,0.6685
2,4,10,50,0.8715,0.9446,0.4347,0.6408
2,4,10,100,0.8686,0.9304,0.5082,0.6876
2,4,10,200,0.8688,0.9537,0.3943,0.6132
2,4,10,300,0.8664,0.9271,0.5007,0.6813
2,4,20,25,0.8717,0.9255,0.5157,0.6909
2,4,20,50,0.8694,0.9310,0.5037,0.6848
2,4,20,100,0.8705,0.9300,0.5202,0.6956
2,4,20,200,0.8687,0.9343,0.4797,0.6695
2,4,20,300,0.8685,0.9362,0.4527,0.6510
2,4,50,25,0.8705,0.9359,0.4827,0.6721
2,4,50,50,0.8709,0.9372,0.4752,0.6674
2,4,50,100,0.8671,0.9378,0.4737,0.6665
2,4,50,200,0.8711,0.9291,0.4947,0.6780
2,4,50,300,0.8678,0.9420,0.4272,0.6344
2,4,100,25,0.8703,0.9352,0.4797,0.6698
2,4,100,50,0.8712,0.9223,0.5472,0.7104
2,4,100,100,0.8678,0.9478,0.4332,0.6408
2,4,100,200,0.8703,0.9333,0.4812,0.6702
2,4,100,300,0.8685,0.9242,0.5127,0.6884
2,4,150,25,0.8723,0.9420,0.4572,0.6563
2,4,150,50,0.8667,0.9284,0.5247,0.6980
2,4,150,100,0.8696,0.9207,0.5217,0.6930
2,4,150,200,0.8708,0.9650,0.3358,0.5692
2,4,150,300,0.8667,0.9605,0.3478,0.5780
2,8,10,25,0.8693,0.9249,0.5247,0.6966
2,8,10,50,0.8694,0.9462,0.4197,0.6302
2,8,10,100,0.8699,0.9375,0.4827,0.6727
2,8,10,200,0.8657,0.9462,0.4017,0.6166
2,8,10,300,0.8667,0.9388,0.4482,0.6487
2,8,20,25,0.8715,0.9491,0.4242,0.6346
2,8,20,50,0.8688,0.9330,0.5082,0.6886
2,8,20,100,0.8700,0.9313,0.4797,0.6684
2,8,20,200,0.8665,0.9294,0.4992,0.6811
2,8,20,300,0.8692,0.9436,0.4482,0.6504
2,8,50,25,0.8703,0.9453,0.4332,0.6399
2,8,50,50,0.8698,0.9284,0.5247,0.6980
2,8,50,100,0.8677,0.9336,0.4737,0.6650
2,8,50,200,0.8707,0.9223,0.5397,0.7055
2,8,50,300,0.8692,0.9491,0.4152,0.6278
2,8,100,25,0.8716,0.9401,0.4617,0.6588
2,8,100,50,0.8687,0.9391,0.4752,0.6680
2,8,100,100,0.8678,0.9268,0.5427,0.7092
2,8,100,200,0.8701,0.9200,0.5502,0.7115
2,8,100,300,0.8687,0.9398,0.4707,0.6651
2,8,150,25,0.8699,0.9524,0.4152,0.6289
2,8,150,50,0.8682,0.9294,0.5067,0.6862
2,8,150,100,0.8704,0.9501,0.4107,0.6247
2,8,150,200,0.8657,0.9317,0.4887,0.6748
2,8,150,300,0.8698,0.9300,0.4947,0.6783
2,16,10,25,0.8696,0.9533,0.3778,0.6001
2,16,10,50,0.8687,0.9242,0.5232,0.6954
2,16,10,100,0.8679,0.9307,0.4992,0.6816
2,16,10,200,0.8668,0.9294,0.4902,0.6750
2,16,10,300,0.8661,0.9401,0.4482,0.6491
2,16,20,25,0.8683,0.9407,0.4437,0.6461
2,16,20,50,0.8701,0.9339,0.5052,0.6869
2,16,20,100,0.8698,0.9155,0.5457,0.7068
2,16,20,200,0.8671,0.9394,0.4647,0.6607
2,16,20,300,0.8649,0.9475,0.4182,0.6295
2,16,50,25,0.8696,0.9472,0.4317,0.6395
2,16,50,50,0.8678,0.9368,0.4647,0.6598
2,16,50,100,0.8670,0.9330,0.4752,0.6659
2,16,50,200,0.8696,0.9423,0.4527,0.6532
2,16,50,300,0.8683,0.9517,0.4017,0.6184
2,16,100,25,0.8687,0.9158,0.5577,0.7146
2,16,100,50,0.8682,0.9275,0.5247,0.6976
2,16,100,100,0.8705,0.9553,0.3958,0.6149
2,16,100,200,0.8690,0.9440,0.4362,0.6417
2,16,100,300,0.8700,0.9394,0.4692,0.6639
2,16,150,25,0.8709,0.9488,0.4287,0.6378
2,16,150,50,0.8690,0.9339,0.5037,0.6859
2,16,150,100,0.8690,0.9491,0.4137,0.6267
2,16,150,200,0.8707,0.9388,0.4647,0.6605
2,16,150,300,0.8716,0.9297,0.5112,0.6894
